Vehicle.Type,Drive.Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears,Fuel Delivery - Gasoline Direct & Port Injection (GDPI)
Truck SUV,Rear Wheel Drive,2017,267,0.05,24.31425,19.47599,16.29935,22.83302,456.30541,545.23648,389.21705,5572.88,54.84888,271.4403,336.4524,7.3239,1.280602,0.060332,54.43497,-,-,1,-,-,-,0.676,0.324,-,-,-,-,-,-,-,-,1,0.178,0.289,0.356,0.644,1,6.8,-,6.9,-,0.063,0.415,0.155,0.367,-,-
Truck SUV,Rear Wheel Drive,2018,271,0.048,24.8714,19.8389,16.63805,23.20691,448.05254,534.2486,383.02745,5460.676,54.51932,268.0937,332.3475,7.2169,1.275347,0.060661,54.3713,-,-,1,-,-,-,0.617,0.381,-,0.002,0.002,-,-,-,-,-,0.998,0.151,0.408,0.319,0.681,0.998,7.4,-,6.8,-,0.097,0.244,0.165,0.327,0.168,-
Truck SUV,Rear Wheel Drive,2019,217,0.037,24.08289,19.31072,16.03895,22.82286,460.21066,554.0888,389.3903,5572.91,55.22814,278.706,343.3217,7.1172,1.266942,0.061455,54.0304,-,-,1,-,-,-,0.613,0.387,-,-,-,-,-,-,-,-,1,0.147,0.41,0.359,0.641,1,7.5,-,7,-,0.101,0.273,0.122,0.284,0.22,-
Truck SUV,Rear Wheel Drive,2020,279,0.052,26.36815,20.90201,17.64468,24.2839,425.1745,503.6647,365.9626,5236.301,55.26081,223.2825,321.3679,6.9407,1.550849,0.061221,54.99988,-,-,1,-,-,-,0.736,0.263,-,-,-,-,-,-,-,0.001,0.999,0.504,0.695,0.183,0.817,1,8.5,-,5.9,-,0.052,0.127,0.065,0.264,0.493,0.001
Truck SUV,Rear Wheel Drive,2021,312,0.051,26.09252,20.42051,17.53416,23.31593,435.33652,507.04349,381.2418,5293.225,55.60363,236.7829,322.2865,6.8343,1.467336,0.060726,54.8918,-,0.003,0.997,-,-,-,0.692,0.296,-,0.009,0.006,0.003,-,-,-,0.051,0.94,0.403,0.705,0.261,0.736,0.991,8.9,-,6.2,0.003,0.074,0.003,0.052,0.266,0.603,0.004
Truck SUV,Rear Wheel Drive,2022,239,0.042,26.11048,20.47224,17.46237,23.53208,434.4706,509.34648,377.98528,5184.765,55.45256,226.0052,326.3953,6.7503,1.582747,0.063011,53.47955,-,-,1,-,-,-,0.691,0.3,-,0.007,0.007,-,-,-,-,0.098,0.895,0.479,0.419,0.219,0.781,0.993,8.7,-,6,-,0.11,0.002,0.051,0.249,0.588,0.002
Pickup,Rear Wheel Drive,1975,1161,0.865,14.51075,12.35761,11.40886,13.75571,719.15226,778.95573,646.05914,3885.209,-,298.6854,138.8296,-,0.49902,0.035538,24.6184,0.415,0.585,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-
Pickup,Rear Wheel Drive,1976,1476,0.791,15.36823,13.06584,12.27532,14.18211,680.1707,723.97292,626.63465,3947.938,-,305.0084,135.6417,-,0.475706,0.034264,26.50828,0.403,0.597,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-
Pickup,Rear Wheel Drive,1977,1593,0.786,16.75079,14.2321,13.49431,15.25124,624.43357,658.57366,582.70679,3927.613,-,298.893,141.5498,-,0.507573,0.035854,28.73134,0.39,0.61,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,6.9,-,-,-,-,-,-,-
Pickup,Rear Wheel Drive,1978,1656,0.73,16.7052,14.18336,13.55719,15.03193,627.71375,656.68055,592.30987,3901.327,-,290.912,138.0782,13.3448,0.506114,0.035232,28.6269,0.4,0.6,-,-,-,0.984,-,-,-,0.016,0.016,-,-,-,-,-,0.984,-,-,-,-,-,-,-,6.9,-,-,-,-,-,-,-
Pickup,Rear Wheel Drive,1979,1930,0.874,15.50341,13.17235,12.67149,13.84102,676.70912,703.46157,644.01168,4170.099,-,290.9175,136.2476,14.8546,0.494924,0.032681,28.13761,0.363,0.622,0.015,-,-,0.972,-,-,-,0.028,0.028,-,-,-,-,-,0.972,-,-,-,-,-,3.3,-,6.9,0.936,0.064,-,-,-,-,-
Pickup,Rear Wheel Drive,1980,1108,0.771,20.07318,17.0705,15.98592,18.61402,523.56461,559.08459,480.1513,3689.345,-,234.9666,117.0579,15.412,0.544694,0.031815,31.75723,0.558,0.209,0.234,-,-,0.957,-,-,-,0.043,0.043,-,-,-,-,-,0.957,-,-,-,-,-,3.6,-,5.9,0.83,0.17,-,-,-,-,-
Pickup,Rear Wheel Drive,1981,1164,0.808,21.0761,17.92932,16.74454,19.62662,498.86164,534.09782,455.7952,3707.58,-,243.2687,117.2611,15.4448,0.510984,0.031552,33.72144,0.526,0.165,0.31,-,-,0.938,-,-,-,0.062,0.062,-,-,-,-,-,0.938,-,-,-,-,-,3.6,-,6.1,0.839,0.161,-,-,-,-,-
Pickup,Rear Wheel Drive,1982,1154,0.801,22.00714,18.72465,17.44801,20.56361,479.90139,514.92626,437.09321,3594.644,-,229.609,117.1668,16.2671,0.541864,0.032619,34.18567,0.494,0.177,0.329,-,-,0.902,-,-,-,0.098,0.098,-,-,-,-,-,0.902,-,-,-,-,-,3.7,-,6.1,0.819,0.181,-,-,-,-,-
Pickup,Rear Wheel Drive,1983,1239,0.761,22.61688,19.24991,17.85913,21.27488,463.77704,499.85234,419.68501,3463.312,-,210.2654,111.5353,15.0997,0.563551,0.032041,33.95343,0.533,0.154,0.311,-,0.002,0.957,-,-,0,0.043,0.043,-,-,-,-,-,0.957,-,-,-,-,-,3.9,-,5.6,0.797,0.203,-,-,-,-,-
Pickup,Rear Wheel Drive,1984,1526,0.747,22.06362,18.784,17.36757,20.86367,474.42489,513.0846,427.17413,3519.371,-,212.4336,112.327,15.015,0.562076,0.031795,33.60771,0.521,0.15,0.329,-,-,0.96,-,0.013,-,0.027,0.027,-,-,-,-,-,0.973,-,-,-,-,-,4,-,5.7,0.741,0.259,-,-,-,-,-
Pickup,Rear Wheel Drive,1985,1550,0.746,21.94766,18.67809,17.34794,20.60948,476.35904,512.87566,431.72762,3527.182,-,218.4643,120.6764,14.1093,0.585006,0.034044,33.51669,0.479,0.159,0.362,-,-,0.822,-,0.11,0.057,0.011,0.011,-,-,-,-,-,0.989,-,-,-,-,-,3.9,-,5.8,0.753,0.247,-,-,-,-,-
Pickup,Rear Wheel Drive,1986,1895,0.748,23.01806,19.52076,18.08892,21.55054,455.54847,491.60285,412.64731,3439.218,-,201.5607,117.2167,13.5152,0.618707,0.033968,33.91432,0.567,0.125,0.308,-,-,0.633,-,0.186,0.175,0.006,0.006,-,-,-,-,-,0.994,-,-,-,-,-,4.1,-,5.4,0.619,0.381,-,-,-,-,-
Pickup,Rear Wheel Drive,1987,1598,0.745,23.51089,19.88435,18.22907,22.22502,447.07394,487.66677,399.99361,3385.555,-,195.2406,118.7705,13.5598,0.63546,0.034763,33.99226,0.58,0.136,0.284,-,-,0.43,-,0.237,0.331,0.003,0.003,-,-,-,-,-,0.997,-,-,-,-,-,4.2,-,5.3,0.614,0.386,-,-,-,-,-
Pickup,Rear Wheel Drive,1988,1760,0.716,22.53564,19.0091,17.30008,21.40031,467.60067,513.79415,415.35141,3577.967,-,219.6837,130.4619,13.265,0.619643,0.036039,34.20034,0.515,0.106,0.379,-,-,0.21,-,0.301,0.487,0.001,0.001,-,-,-,-,-,0.999,-,-,-,-,-,4.3,-,5.7,0.567,0.433,-,-,-,-,-
Pickup,Rear Wheel Drive,1989,1586,0.711,22.19562,18.66225,16.94087,21.01774,476.28075,524.67666,422.90272,3633.13,-,226.2988,136.7372,12.4002,0.63032,0.037277,34.11602,0.525,0.06,0.415,-,-,0.135,-,0.34,0.524,0.001,0.001,-,-,-,-,-,0.999,-,-,-,-,-,4.4,-,5.7,0.529,0.471,-,-,-,-,-
Pickup,Rear Wheel Drive,1990,1322,0.721,21.7459,18.23918,16.43708,20.67975,487.32677,540.7562,429.81283,3759.348,-,236.2516,145.8147,11.3462,0.65065,0.038616,34.57101,0.462,0.047,0.491,-,-,0.083,-,0.52,0.396,0.001,0.001,-,-,-,-,-,0.999,-,-,-,-,-,4.4,-,5.9,0.581,0.419,-,-,-,-,-
Pickup,Rear Wheel Drive,1991,1444,0.752,22.88512,19.13375,17.12552,21.8223,464.5244,518.99789,407.29356,3607.727,-,221.8062,138.9266,11.4751,0.655765,0.038343,34.70741,0.537,0.014,0.449,-,-,0.042,-,0.461,0.496,0.001,0.001,-,-,-,-,-,0.999,-,-,-,-,-,4.5,-,5.7,0.468,0.532,-,-,-,-,-
Pickup,Rear Wheel Drive,1992,1356,0.737,21.94672,18.31848,16.26091,21.052,485.18753,546.58216,422.18635,3810.245,-,234.7595,144.7645,11.2412,0.645494,0.037983,35.06841,0.483,0.011,0.506,-,-,0.044,-,0.574,0.381,0.001,0.001,-,-,-,-,-,0.999,-,-,-,-,-,4.5,-,5.9,0.537,0.463,-,-,-,-,-
Pickup,Rear Wheel Drive,1993,1449,0.724,22.19667,18.46755,16.33496,21.24578,481.22245,544.04777,418.29479,3824.813,-,233.8573,149.9014,10.3418,0.667772,0.039112,35.42664,0.452,0.011,0.537,-,-,0.029,-,0.606,0.365,-,-,-,-,-,-,-,1,-,-,-,-,-,4.4,-,5.9,0.554,0.446,-,-,-,-,-
Pickup,Rear Wheel Drive,1994,1886,0.707,22.25932,18.44679,16.3387,21.10822,481.76397,543.92343,421.02078,3860.825,-,234.6609,156.4789,10.1588,0.695385,0.04032,35.84201,0.423,0.013,0.564,-,-,0.011,-,0.725,0.264,-,-,-,-,-,-,-,1,-,-,-,0.007,-,4.4,-,5.9,0.579,0.421,-,-,-,-,-
Pickup,Rear Wheel Drive,1995,1521,0.67,21.82874,18.0481,15.90394,20.71326,492.40638,558.79225,429.04877,3960.143,-,239.0189,158.1053,10.3468,0.70303,0.039852,36.10439,0.452,0.013,0.534,-,-,-,-,0.729,0.271,-,-,-,-,-,-,-,1,-,-,-,0.036,-,4.5,-,5.9,0.55,0.45,-,-,-,-,-
Pickup,Rear Wheel Drive,1996,1382,0.707,22.01669,18.14593,15.93656,20.83821,489.83258,557.73898,426.54848,3991.714,-,234.9278,167.3477,10.6338,0.744374,0.041556,36.5465,0.385,0.019,0.596,-,0,-,-,0.999,-,0.001,0.001,-,-,-,-,-,0.999,0.001,-,-,0.117,-,4.4,-,5.9,0.615,0.385,-,-,-,-,-
Pickup,Rear Wheel Drive,1997,1573,0.653,21.90337,18.0037,15.74612,20.7056,493.64496,564.41961,429.22934,4122.745,-,243.644,183.6859,10.2068,0.770027,0.04398,37.30981,0.312,-,0.688,-,-,-,-,1,-,0,0,-,-,-,-,-,1,0,-,-,0.075,-,4.3,-,6.2,0.669,0.331,-,-,-,-,-
Pickup,Rear Wheel Drive,1998,1574,0.652,22.25985,18.23745,15.88671,20.99929,487.31339,559.41983,423.22208,4021.183,-,231.1617,177.474,10.6211,0.788074,0.043635,36.8858,0.313,0.023,0.663,-,-,-,-,1,-,0,0,-,-,-,-,-,1,0,-,-,0.103,-,4.3,-,5.9,0.672,0.328,-,-,-,-,-
Pickup,Rear Wheel Drive,1999,1392,0.547,21.52452,17.5962,15.28484,20.2556,505.05235,581.42584,438.74292,4112.981,-,240.877,186.4273,10.4403,0.78684,0.044775,36.29788,0.226,0.017,0.757,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.084,-,4.2,-,6.2,0.759,0.241,-,-,-,-,-
Pickup,Rear Wheel Drive,2000,1609,0.616,21.56586,17.54985,15.28831,20.06572,506.38598,581.2938,442.89459,4112.475,-,237.0646,189.6246,9.9463,0.810473,0.045466,36.14045,0.204,0.013,0.783,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.123,-,4.2,-,6.2,0.785,0.215,-,-,-,-,-
Pickup,Rear Wheel Drive,2001,1544,0.613,20.72045,16.83169,14.61608,19.24765,527.99225,608.02891,461.71862,4340.761,-,251.911,203.6137,9.5506,0.817658,0.046366,36.5418,0.145,0.014,0.841,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.138,-,4.2,-,6.6,0.767,0.233,-,-,-,-,-
Pickup,Rear Wheel Drive,2002,1372,0.576,20.49195,16.5681,14.45364,18.79088,536.39226,614.86233,472.94217,4472.9,-,256.3691,214.3285,9.4959,0.841163,0.047545,37.01197,0.114,0.015,0.871,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.211,-,4.2,-,6.7,0.785,0.215,-,-,-,-,-
Pickup,Rear Wheel Drive,2003,1498,0.605,21.00133,16.91008,14.718,19.16517,525.54466,603.81852,463.70566,4444.179,-,247.0621,206.4457,9.6758,0.842725,0.045921,37.52674,0.123,0.015,0.862,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.158,-,4.3,-,6.5,0.662,0.338,-,-,-,-,-
Pickup,Rear Wheel Drive,2004,1344,0.537,20.41103,16.40358,14.22583,18.60205,541.77188,624.70881,477.74293,4711.803,-,267.0294,233.7686,9.1969,0.878247,0.049241,38.58303,0.086,0.018,0.896,-,-,-,-,1,-,-,-,-,-,-,-,0,1,-,-,-,0.302,0.135,4.3,-,6.9,0.693,0.305,0.002,-,-,-,-
Pickup,Rear Wheel Drive,2005,1226,0.533,20.3752,16.37573,14.01435,18.7604,542.69331,634.13567,473.71047,4752.032,-,272.0379,246.8399,8.8249,0.909793,0.051751,38.89579,0.072,-,0.928,-,-,-,-,1,-,-,-,-,-,-,-,0.001,0.999,-,-,-,0.384,0.358,4.4,-,6.9,0.586,0.399,0.016,-,-,-,-
Pickup,Rear Wheel Drive,2006,1185,0.542,20.89015,16.75878,14.3836,19.14353,530.28935,617.85646,464.22995,4747.479,-,266.592,241.5072,9.0151,0.910534,0.050729,39.71582,0.078,-,0.922,-,-,-,-,1,-,-,-,-,-,-,-,0.001,0.999,-,-,0.027,0.448,0.426,4.4,-,6.8,0.597,0.387,0.016,-,-,-,-
Pickup,Rear Wheel Drive,2007,1154,0.546,20.87536,16.77236,14.32359,19.25578,529.85988,620.445,461.52373,4915.222,-,273.168,251.2774,9.0643,0.919858,0.050762,41.15525,0.056,-,0.944,-,-,-,-,1,-,-,-,-,-,-,-,0,1,-,-,0.066,0.366,0.385,4.4,-,6.9,0.628,0.307,0.066,-,-,-,-
Pickup,Rear Wheel Drive,2008,942,0.525,21.35708,17.14162,14.64494,19.67156,518.44563,606.83091,451.76902,4929.398,62.26576,271.2196,259.0526,9.0549,0.95085,0.05195,42.38037,0.051,-,0.949,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,0.131,0.384,0.343,4.5,-,6.8,0.594,0.339,0.067,-,-,-,-
Pickup,Rear Wheel Drive,2009,489,0.494,21.92336,17.60431,14.96318,20.30851,504.81947,593.92463,437.59979,4935.367,61.8228,271.7733,260.9957,8.6507,0.962645,0.052403,43.28862,0.044,-,0.954,0.002,-,-,-,1,-,-,-,-,-,-,-,0.002,0.998,-,-,0.277,0.415,0.341,4.9,-,6.9,0.411,0.316,0.271,-,-,-,-
Pickup,Rear Wheel Drive,2010,549,0.43,21.90687,17.59058,14.95443,20.28861,505.21364,594.2722,438.02911,4996.139,61.91034,273.5578,269.1643,8.5773,0.983709,0.05336,43.81984,0.026,-,0.972,0.002,-,-,-,1,-,-,-,-,-,-,-,0.002,0.998,-,-,0.139,0.584,0.609,5.1,-,7,0.267,0.319,0.412,-,-,-,-
Pickup,Rear Wheel Drive,2011,588,0.397,22.36253,17.98414,15.28811,20.74378,494.15763,581.30149,428.41752,4953.871,62.06898,262.8476,277.0441,8.4352,1.058422,0.055168,44.48466,0.025,-,0.974,0.001,-,-,0.048,0.952,-,-,-,-,-,-,-,0.001,0.999,0.048,-,0.211,0.54,0.76,5.2,-,6.7,0.228,0.322,0.449,-,-,-,-
Pickup,Rear Wheel Drive,2012,510,0.376,22.24709,17.89986,15.18281,20.69352,496.48429,585.33289,429.45815,5035.139,62.73621,274.2901,296.7226,8.0632,1.086966,0.058425,45.04832,0.015,-,0.985,0.001,-,-,0.055,0.945,-,-,-,-,-,-,-,0.001,0.999,0.055,-,0.256,0.583,0.902,5.4,-,6.8,0.237,0.164,0.599,-,-,-,-
Pickup,Rear Wheel Drive,2013,581,0.368,22.70707,18.22779,15.46953,21.06064,487.55225,574.48423,421.97199,5107.829,63.97214,271.4974,305.2567,7.968,1.130812,0.059138,46.58204,0.012,-,0.988,0,-,-,0.075,0.925,-,-,-,-,-,-,-,0,1,0.075,0,0.236,0.638,0.926,5.6,-,6.9,0.163,0.145,0.669,-,0.023,-,-
Pickup,Rear Wheel Drive,2014,677,0.351,23.5626,18.88935,15.98868,21.88448,470.47676,555.83077,406.08689,5161.339,64.88055,280.6069,315.3978,7.6727,1.132106,0.060652,48.8348,0.007,-,0.993,-,-,-,0.397,0.603,-,-,-,-,-,-,-,-,1,0.051,0,0.482,0.517,0.996,6,-,6.9,0.044,0.118,0.726,-,0.111,-,-
Pickup,Rear Wheel Drive,2015,591,0.331,24.60961,19.65699,16.6735,22.7245,452.65527,533.65014,391.55387,4920.77,63.66665,261.1392,302.9031,7.7216,1.194758,0.061078,48.48087,0.009,-,0.991,-,-,-,0.491,0.498,-,0.01,0.01,-,-,-,-,-,0.99,0.124,0.08,0.41,0.59,0.938,6,-,6.7,0.055,0.159,0.662,-,0.124,-,-
Pickup,Rear Wheel Drive,2016,628,0.329,24.94317,19.90717,16.87684,23.02617,446.93004,527.17798,386.39212,4864.564,63.09887,249.1184,302.8568,7.6218,1.256154,0.061899,48.51477,0.008,-,0.992,-,-,-,0.457,0.457,-,0.01,0.01,-,-,-,-,0.001,0.989,0.131,0.09,0.315,0.685,0.936,6.2,-,6.5,-,0.092,0.755,-,0.154,-,0.077
Pickup,Rear Wheel Drive,2017,612,0.298,24.72235,19.75083,16.73436,22.85929,450.11443,531.25187,388.90549,4953.773,63.4546,257.8102,308.5435,7.5571,1.23484,0.061858,48.95005,0.005,-,0.995,-,-,-,0.458,0.431,-,0.003,0.003,-,-,-,-,0.002,0.995,0.103,0.1,0.404,0.642,0.952,6.5,-,6.6,-,0.073,0.652,0.034,0.219,0.022,0.108
Pickup,Rear Wheel Drive,2018,640,0.283,25.43384,20.25994,17.20824,23.38896,438.95032,516.79708,380.22381,4919.333,63.89906,250.0523,322.0491,7.2508,1.347194,0.065045,49.91161,0.005,-,0.995,-,-,-,0.389,0.33,-,0.006,0.006,-,-,-,-,0.008,0.986,0.146,0.285,0.392,0.668,0.933,7.1,-,6.6,-,0.06,0.535,0.017,0.187,0.202,0.275
Pickup,Rear Wheel Drive,2019,682,0.27,25.19031,20.05886,17.01149,23.19311,443.23006,522.63058,383.33141,4832.204,63.2974,247.6541,317.0744,7.1917,1.341368,0.065005,48.60295,0.004,-,0.996,-,-,-,0.275,0.44,-,0.003,0.003,-,-,-,-,0.018,0.978,0.163,0.4,0.384,0.679,0.947,7.5,-,6.4,-,0.088,0.333,0.013,0.365,0.201,0.282
Pickup,Rear Wheel Drive,2020,465,0.235,25.75448,20.39224,17.42187,23.40225,436.38415,510.80575,380.24154,4839.331,64.21926,243.9715,322.1624,6.9817,1.398119,0.066011,49.6446,-,-,1,-,-,-,0.381,0.284,-,0.012,0.012,-,-,-,-,0.03,0.958,0.233,0.46,0.418,0.663,0.934,7.8,-,6.4,-,-,0.354,-,0.361,0.285,0.322
Pickup,Rear Wheel Drive,2021,484,0.218,25.8821,20.41767,17.53792,23.30442,436.12033,507.76724,382.07091,4828.863,64.08911,236.4942,309.8854,7.1647,1.371825,0.063642,49.62317,-,-,1,-,-,-,0.375,0.312,-,0.018,0.018,-,-,-,-,0.052,0.929,0.236,0.394,0.363,0.752,0.95,7.8,-,6.2,-,-,0.356,-,0.37,0.274,0.295
Pickup,Rear Wheel Drive,2022,468,0.222,26.62609,20.87822,18.02603,23.70811,426.5607,494.09702,375.61225,4820.368,62.48539,224.4393,303.5527,7.183,1.404083,0.0625,50.49452,-,-,1,-,-,-,0.417,0.287,-,0.019,0.019,-,-,-,-,0.058,0.923,0.262,0.362,0.4,0.807,0.95,8.1,-,5.9,-,-,0.244,-,0.412,0.344,0.277
Sedan/Wagon,Four Wheel Drive,1979,37,0.003,27.55633,23.46182,21.65917,26.11871,378.78555,410.31121,340.25419,2500,-,97,67,17.524,0.690722,0.0268,29.35819,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,4,1,-,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1980,85,0.009,20.91136,17.77824,16.74057,19.23554,499.88064,530.86612,462.00949,3149.175,-,172.6112,79.6904,18.1006,0.540569,0.025692,27.95553,0.535,0.465,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.5,-,4.9,1,-,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1981,62,0.007,24.29143,20.65893,19.35171,22.51807,430.17717,459.23601,394.6608,2929.535,-,156.8515,82.8917,16.7949,0.575936,0.028351,30.34653,0.733,0,0.267,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.7,-,4.6,1,-,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1982,63,0.008,25.26072,21.47937,20.13928,23.38091,413.74578,441.27705,380.09646,3121.943,-,164.8828,84.88,18.3465,0.563843,0.027104,33.3778,0.675,-,0.325,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.7,-,4.7,0.96,0.04,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1983,245,0.031,31.58225,26.84525,25.32687,28.96784,331.04547,350.89211,306.78847,2689.17,-,118.5091,75.1092,17.1658,0.675158,0.027871,36.26578,0.558,0.297,0.145,-,-,0.99,-,0.01,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,4.3,0.615,0.385,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1984,107,0.01,27.64369,23.52271,21.90167,25.86228,377.80504,405.76815,343.62791,2912.621,-,135.3745,80.3777,16.9776,0.642606,0.02743,34.36284,0.592,0.054,0.354,-,-,0.922,-,0.078,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.8,-,4.4,0.748,0.252,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1985,224,0.021,32.53416,27.68632,25.73907,30.50718,320.98886,345.27279,291.30851,2583.869,-,101.3691,71.5708,17.1957,0.702721,0.027501,36.07047,0.54,0.092,0.367,-,-,0.902,-,0.098,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4.2,-,4,0.476,0.524,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1986,116,0.011,26.90187,22.8114,21.07901,25.28379,389.58591,421.6043,351.49005,2928.809,-,120.1905,91.8593,14.4782,0.788534,0.031221,33.47056,0.724,0.276,0,-,-,0.653,-,0.347,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4.4,-,4.2,0.312,0.688,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1987,118,0.011,26.84175,22.67297,20.92662,25.09959,391.96453,424.67441,354.06951,2927.644,-,115.3859,92.0817,14.7985,0.810784,0.031256,33.26184,0.697,0.298,0.005,-,-,0.655,-,0.276,0.068,-,-,-,-,-,-,-,1,-,-,-,0.051,-,4.4,-,4.2,0.332,0.668,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1988,89,0.008,28.77652,24.1795,22.43287,26.50408,367.5428,396.15965,335.30688,2827.276,-,112.1532,98.4546,13.9678,0.89009,0.034611,34.19821,0.768,0.17,0.062,-,-,0.205,-,0.352,0.443,-,-,-,-,-,-,-,1,-,-,-,0.248,-,4.6,-,4.1,0.266,0.734,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1989,97,0.01,28.85756,24.1611,22.25741,26.6668,367.82269,399.28278,333.26083,2844.917,-,114.8468,107.1643,12.837,0.947971,0.037767,34.66926,0.609,0.237,0.154,-,-,0.009,-,0.781,0.21,-,-,-,-,-,-,-,1,-,-,-,0.418,-,4.3,-,4.2,0.4,0.6,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1990,86,0.01,26.84533,22.45808,20.29591,25.36265,395.71505,437.87148,350.39713,3234.045,-,124.8709,119.5528,12.002,0.958885,0.03672,36.29915,0.458,0.067,0.451,-,-,-,-,0.821,0.179,-,-,-,-,-,-,-,1,-,-,-,0.714,-,4.4,0.024,4.1,0.518,0.458,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1991,118,0.014,26.58981,22.18269,19.88546,25.24378,400.62767,446.90948,352.04708,3289.339,-,129.9349,144.9588,11.1282,1.104025,0.043295,36.46832,0.424,0.095,0.45,-,-,-,-,0.875,0.125,-,-,-,-,-,-,-,1,-,-,-,0.849,-,4.4,0.031,4.1,0.545,0.424,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1992,90,0.011,25.8552,21.50265,19.21957,24.48164,413.29784,462.39327,363.00667,3492.494,-,140.2766,190.9206,9.3488,1.39991,0.055224,37.56416,0.493,0.126,0.38,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.623,-,4.4,0.001,4.9,0.506,0.493,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1993,100,0.012,28.01048,23.16739,20.70593,26.28971,383.59958,429.20072,338.04103,3216.534,-,127.4811,130.0809,10.7067,1.008273,0.039976,37.19426,0.326,0.027,0.639,-,-,-,-,0.934,0.066,-,-,-,-,-,-,-,1,-,-,-,0.854,-,4.3,0.008,4.2,0.666,0.326,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1994,36,0.004,26.16893,21.61823,19.15809,24.71748,411.08829,463.87719,359.54307,3442.598,-,140.4493,140.2231,10.3601,0.990704,0.040416,37.26847,0.365,0.018,0.616,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.167,-,4.3,-,4.5,0.635,0.365,-,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1995,109,0.012,27.69963,22.80654,20.01482,26.30795,389.66898,444.02106,337.80669,3310.179,-,135.2363,142.6479,10.7356,1.056165,0.043027,37.71904,0.307,-,0.693,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.942,-,4.3,-,4.2,0.693,0.303,0.005,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1996,118,0.015,26.67313,21.91749,19.10771,25.39899,405.47521,465.10022,349.89585,3397.077,-,145.4427,152.8046,10.3205,1.045147,0.04492,37.33265,0.325,-,0.675,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.015,-,-,0.846,-,4.4,-,4.3,0.65,0.32,0.03,-,-,-,-
